Planet	Cryo	Dest	Age	VIP_Recoded	Total_Purchase	Deck	Side	Surname	Transported
2	0	1	14	0	0	7	2	1	0
2	0	1	14	0	0	7	2	2	0
2	0	1	15	0	0	7	2	5	0
2	0	1	15	0	0	7	2	5	0
2	0	1	15	0	0	7	2	5	0
2	0	1	15	0	0	7	2	5	0
2	0	1	15	0	0	7	2	5	0
2	0	1	15	0	0	7	2	5	0
2	0	1	15	0	0	7	2	1	0
2	0	1	15	0	0	7	2	4	0
2	0	1	15	0	0	7	2	4	0
2	0	1	15	0	0	7	2	4	0
2	0	1	15	0	0	7	2	2	0
2	0	1	15	0	0	7	2	2	0
2	0	1	15	0	0	7	2	2	0
2	0	1	15	0	0	7	2	2	0
2	0	1	15	0	0	7	2	6	1
2	0	1	15	0	0	7	2	6	0
2	0	1	16	0	0	7	2	5	0
2	0	1	16	0	0	7	2	5	0
2	0	1	16	0	0	7	2	6	0
2	0	1	16	0	0	7	2	6	0
2	0	1	16	0	0	7	2	3	0
2	0	1	16	0	0	7	2	3	0
2	0	1	16	0	0	7	2	4	0
2	0	1	16	0	0	7	2	4	0
2	0	1	16	0	0	7	2	4	0
2	0	1	17	0	0	7	2	5	0
2	0	1	17	0	0	7	2	1	0
2	0	1	17	0	0	7	2	2	0
2	0	1	17	0	0	7	2	2	0
2	0	1	17	0	0	7	2	3	0
2	0	1	17	0	0	7	2	3	0
2	0	1	17	0	0	7	2	3	0
2	0	1	17	0	0	7	2	3	0
2	0	1	18	0	0	7	2	6	0
2	0	1	18	0	0	7	2	6	0
2	0	1	18	0	0	7	2	6	0
2	0	1	18	0	0	7	2	6	0
2	0	1	18	0	0	7	2	5	0
2	0	1	18	0	0	7	2	5	0
2	0	1	18	0	0	7	2	2	0
2	0	1	18	0	0	7	2	2	0
2	0	1	18	0	0	7	2	1	0
2	0	1	18	0	0	7	2	7	0
2	0	1	18	0	0	7	2	7	0
2	0	1	18	0	0	7	2	7	0
2	0	1	18	0	0	7	2	6	0
2	0	1	18	0	0	7	2	6	0
2	0	1	18	0	0	7	2	6	0
2	0	1	18	0	0	7	2	6	0
2	0	1	18	0	0	7	2	1	1
2	0	1	19	0	0	7	2	6	0
2	0	1	19	0	0	7	2	6	0
2	0	1	19	0	0	7	2	6	0
2	0	1	19	0	0	7	2	3	1
2	0	1	19	0	0	7	2	3	0
2	0	1	19	0	0	7	2	1	0
2	0	1	19	0	0	7	2	7	0
2	0	1	19	0	0	7	2	7	0
2	0	1	19	0	0	7	2	7	0
2	0	1	20	0	0	7	2	4	0
2	0	1	20	0	0	7	2	8	1
2	0	1	20	0	0	7	2	5	0
2	0	1	20	0	0	7	2	5	0
2	0	1	20	0	0	7	2	5	0
2	0	1	20	0	0	7	2	6	0
2	0	1	20	0	0	7	2	6	0
2	0	1	20	0	0	7	2	6	0
2	0	1	20	0	0	7	2	6	0
2	0	1	20	0	0	7	2	2	1
2	0	1	20	0	0	7	2	2	1
2	0	1	21	0	0	7	2	10	0
2	0	1	21	0	0	7	2	10	0
2	0	1	21	0	0	7	2	2	0
2	0	1	21	0	0	7	2	2	0
2	0	1	21	0	0	7	2	2	0
2	0	1	21	0	0	7	2	2	0
2	0	1	21	0	0	7	2	3	0
2	0	1	21	0	0	7	2	3	0
2	0	1	21	0	0	7	2	3	0
2	0	1	21	0	0	7	2	2	0
2	0	1	21	0	0	7	2	2	0
2	0	1	21	0	0	7	2	4	0
2	0	1	21	0	0	7	2	4	0
2	0	1	21	0	0	7	2	4	0
2	0	1	21	0	0	7	2	4	0
2	0	1	22	0	0	7	2	8	0
2	0	1	22	0	0	7	2	8	0
2	0	1	22	0	0	7	2	8	0
2	0	1	22	0	0	7	2	8	0
2	0	1	22	0	0	7	2	8	0
2	0	1	22	0	0	7	2	3	0
2	0	1	22	0	0	7	2	3	0
2	0	1	22	0	0	7	2	3	0
2	0	1	22	0	0	7	2	3	0
2	0	1	22	0	0	7	2	3	0
2	0	1	22	0	0	7	2	2	0
2	0	1	23	0	0	7	2	5	0
2	0	1	23	0	0	7	2	8	0
2	0	1	23	0	0	7	2	8	0
2	0	1	23	0	0	7	2	8	0
2	0	1	23	0	0	7	2	1	0
2	0	1	23	0	0	7	2	2	0
2	0	1	23	0	0	7	2	2	0
2	0	1	23	0	0	7	2	2	0
2	0	1	23	0	0	7	2	4	0
2	0	1	23	0	0	7	2	4	0
2	0	1	24	0	0	7	2	11	0
2	0	1	24	0	0	7	2	11	0
2	0	1	24	0	0	7	2	11	0
2	0	1	24	0	0	7	2	11	0
2	0	1	24	0	0	7	2	11	0
2	0	1	24	0	0	7	2	11	0
2	0	1	24	0	0	7	2	6	0
2	0	1	24	0	0	7	2	6	0
2	0	1	24	0	0	7	2	6	0
2	0	1	24	0	0	7	2	6	0
2	0	1	24	0	0	7	2	3	0
2	0	1	24	0	0	7	2	3	0
2	0	1	25	0	0	7	2	3	0
2	0	1	25	0	0	7	2	10	1
2	0	1	25	0	0	7	2	10	0
2	0	1	26	0	0	7	2	6	0
2	0	1	26	0	0	7	2	1	0
2	0	1	26	0	0	7	2	4	0
2	0	1	26	0	0	7	2	4	0
2	0	1	26	0	0	7	2	4	0
2	0	1	26	0	0	7	2	4	0
2	0	1	26	0	0	7	2	7	0
2	0	1	26	0	0	7	2	7	0
2	0	1	26	0	0	7	2	7	0
2	0	1	27	0	0	7	2	5	0
2	0	1	27	0	0	7	2	5	0
2	0	1	27	0	0	7	2	3	0
2	0	1	27	0	0	7	2	3	0
2	0	1	28	0	0	7	2	2	0
2	0	1	28	0	0	7	2	3	0
2	0	1	28	0	0	7	2	3	0
2	0	1	28	0	0	7	2	1	0
2	0	1	28	0	0	7	2	2	0
2	0	1	28	0	0	7	2	1	0
2	0	1	28	0	0	7	2	1	0
2	0	1	28	0	0	7	2	5	0
2	0	1	29	0	0	7	2	9	0
2	0	1	29	0	0	7	2	9	0
2	0	1	29	0	0	7	2	9	0
2	0	1	29	0	0	7	2	9	0
2	0	1	29	0	0	7	2	9	1
2	0	1	29	0	0	7	2	9	1
2	0	1	30	0	0	7	2	2	0
2	0	1	30	0	0	7	2	1	0
2	0	1	30	0	0	7	2	2	0
2	0	1	30	0	0	7	2	2	0
2	0	1	30	0	0	7	2	1	0
2	0	1	31	0	0	7	2	3	0
2	0	1	31	0	0	7	2	2	0
2	0	1	31	0	0	7	2	4	0
2	0	1	31	0	0	7	2	4	1
2	0	1	31	0	0	7	2	4	1
2	0	1	31	0	0	7	2	5	1
2	0	1	32	0	0	7	2	7	0
2	0	1	32	0	0	7	2	3	0
2	0	1	33	0	0	7	2	12	0
2	0	1	33	0	0	7	2	12	0
2	0	1	33	0	0	7	2	12	0
2	0	1	33	0	0	7	2	12	0
2	0	1	34	0	0	7	2	3	0
2	0	1	34	0	0	7	2	3	0
2	0	1	34	0	0	7	2	3	0
2	0	1	35	0	0	7	2	4	0
2	0	1	35	0	0	7	2	4	0
2	0	1	35	0	0	7	2	2	1
2	0	1	35	0	0	7	2	2	0
2	0	1	35	0	0	7	2	11	0
2	0	1	35	0	0	7	2	11	0
2	0	1	35	0	0	7	2	11	0
2	0	1	36	0	0	7	2	10	0
2	0	1	36	0	0	7	2	10	0
2	0	1	36	0	0	7	2	10	0
2	0	1	36	0	0	7	2	4	0
2	0	1	36	0	0	7	2	4	0
2	0	1	36	0	0	7	2	4	0
2	0	1	36	0	0	7	2	9	0
2	0	1	36	0	0	7	2	9	0
2	0	1	36	0	0	7	2	9	0
2	0	1	36	0	0	7	2	9	0
2	0	1	36	0	0	7	2	9	0
2	0	1	37	0	0	7	2	2	0
2	0	1	37	0	0	7	2	2	0
2	0	1	37	0	0	7	2	2	0
2	0	1	37	0	0	7	2	12	0
2	0	1	37	0	0	7	2	12	0
2	0	1	38	0	0	7	2	7	1
2	0	1	38	0	0	7	2	7	0
2	0	1	38	0	0	7	2	7	0
2	0	1	38	0	0	7	2	7	0
2	0	1	38	0	0	7	2	7	0
2	0	1	39	0	0	7	2	11	0
2	0	1	39	0	0	7	2	11	0
2	0	1	40	0	0	7	2	7	0
2	0	1	40	0	0	7	2	7	0
2	0	1	40	0	0	7	2	7	0
2	0	1	40	0	0	7	2	2	1
2	0	1	41	0	0	7	2	3	0
2	0	1	41	0	0	7	2	2	0
2	0	1	41	0	0	7	2	4	0
2	0	1	41	0	0	7	2	4	0
2	0	1	41	0	0	7	2	4	0
2	0	1	42	0	0	7	2	9	0
2	0	1	42	0	0	7	2	2	0
2	0	1	42	0	0	7	2	2	0
2	0	1	43	0	0	7	2	8	0
2	0	1	43	0	0	7	2	8	0
2	0	1	43	0	0	7	2	8	0
2	0	1	44	0	0	7	2	8	0
2	0	1	44	0	0	7	2	8	0
2	0	1	44	0	0	7	2	8	0
2	0	1	45	0	0	7	2	5	0
2	0	1	45	0	0	7	2	10	0
2	0	1	46	0	0	7	2	10	0
2	0	1	46	0	0	7	2	1	0
2	0	1	46	0	0	7	2	7	0
2	0	1	46	0	0	7	2	7	0
2	0	1	47	0	0	7	2	4	0
2	0	1	47	0	0	7	2	4	0
2	0	1	47	0	0	7	2	7	0
2	0	1	47	0	0	7	2	7	0
2	0	1	48	0	0	7	2	3	1
2	0	1	48	0	0	7	2	5	0
2	0	1	48	0	0	7	2	5	0
2	0	1	50	0	0	7	2	3	1
2	0	1	50	0	0	7	2	3	0
2	0	1	50	0	0	7	2	3	0
2	0	1	50	0	0	7	2	3	1
2	0	1	51	0	0	7	2	4	0
2	0	1	52	0	0	7	2	6	0
2	0	1	53	0	0	7	2	8	0
2	0	1	53	0	0	7	2	8	0
2	0	1	55	0	0	7	2	6	0
2	0	1	56	0	0	7	2	9	0
2	0	1	57	0	0	7	2	9	0
2	0	1	58	0	0	7	2	2	0
2	0	1	58	0	0	7	2	3	0
2	0	1	59	0	0	7	2	4	0
2	0	1	60	0	0	7	2	3	0
2	0	1	60	0	0	7	2	3	0
2	0	1	60	0	0	7	2	3	0
2	0	1	61	0	0	7	2	7	0
2	0	1	63	0	0	7	2	7	0
2	0	1	64	0	0	7	2	8	0
2	0	1	64	0	0	7	2	8	0
2	0	1	64	0	0	7	2	8	1
2	0	1	64	0	0	7	2	8	0
2	0	1	65	0	0	7	2	8	0
2	0	1	66	0	0	7	2	3	0
2	0	1	69	0	0	7	2	6	0
2	0	1	71	0	0	7	2	6	0
2	0	1	28.82793047	0	0	7	2	7	0
2	0	1	28.82793047	0	0	7	2	1	0
2	0	1	28.82793047	0	0	7	2	2	0
2	0	1	28.82793047	0	0	7	2	4	0
2	0	1	28.82793047	0	0	7	2	4	0
2	0	1	28.82793047	0	0	7	2	4	0
2	0	1	28.82793047	0	0	7	2	4	0
2	0	1	28.82793047	0	0	7	2	4	0
2	0	1	28.82793047	0	0	7	2	4	0
2	0	1	28.82793047	0	0	7	2	5	0
2	0	1	28.82793047	0	0	7	2	5	0
2	0	1	28.82793047	0	0	7	2	5	0
2	0	1	28.82793047	0	0	7	2	5	0
2	0	1	0	0	0	7	2	3	0
2	0	1	3	0	0	7	2	7	0
2	0	1	3	0	0	7	2	7	0
2	0	1	4	0	0	7	2	7	0
2	0	1	6	0	0	7	2	7	0
2	0	1	25	0	0	7	2	1	0
2	0	1	26	0	0	7	2	5	0
2	0	1	27	0	0	7	2	5	0
2	0	1	30	0	0	7	2	5	0
2	0	1	30	0	0	7	2	5	0
2	0	2	0	0	0	7	2	7	0
2	0	2	0	0	0	7	2	5	0
2	0	2	0	0	0	7	2	6	0
2	0	2	0	0	0	7	2	6	1
2	0	2	2	0	0	7	2	2	1
2	0	2	2	0	0	7	2	5	1
2	0	2	2	0	0	7	2	5	1
2	0	2	2	0	0	7	2	1	0
2	0	2	2	0	0	7	2	5	0
2	0	2	3	0	0	7	2	3	1
2	0	2	3	0	0	7	2	6	1
2	0	2	3	0	0	7	2	2	1
2	0	2	3	0	0	7	2	5	1
2	0	2	4	0	0	7	2	7	1
2	0	2	4	0	0	7	2	1	1
2	0	2	5	0	0	7	2	3	1
2	0	2	7	0	0	7	2	4	1
2	0	2	8	0	0	7	2	3	0
2	0	2	8	0	0	7	2	3	0
2	0	2	9	0	0	7	2	4	0
2	0	2	10	0	0	7	2	7	0
2	0	2	10	0	0	7	2	2	0
2	0	2	10	0	0	7	2	2	0
2	0	2	11	0	0	7	2	4	0
2	0	2	11	0	0	7	2	8	0
2	0	2	12	0	0	7	2	4	0
2	0	2	13	0	0	7	2	2	0
2	0	2	14	0	0	7	2	7	0
2	0	2	14	0	0	7	2	7	0
2	0	2	14	0	0	7	2	7	0
2	0	2	15	0	0	7	2	5	0
2	0	2	15	0	0	7	2	4	0
2	0	2	15	0	0	7	2	1	0
2	0	2	15	0	0	7	2	6	0
2	0	2	15	0	0	7	2	6	0
2	0	2	16	0	0	7	2	5	0
2	0	2	16	0	0	7	2	6	1
2	0	2	16	0	0	7	2	6	1
2	0	2	16	0	0	7	2	4	0
2	0	2	16	0	0	7	2	1	0
2	0	2	17	0	0	7	2	5	0
2	0	2	17	0	0	7	2	3	0
2	0	2	17	0	0	7	2	3	1
2	0	2	17	0	0	7	2	3	0
2	0	2	17	0	0	7	2	3	0
2	0	2	17	0	0	7	2	3	0
2	0	2	17	0	0	7	2	3	0
2	0	2	18	0	0	7	2	5	0
2	0	2	18	0	0	7	2	7	0
2	0	2	18	0	0	7	2	7	0
2	0	2	19	0	0	7	2	7	0
2	0	2	20	0	0	7	2	5	0
2	0	2	21	0	0	7	2	10	0
2	0	2	21	0	0	7	2	4	1
2	0	2	21	0	0	7	2	4	0
2	0	2	21	0	0	7	2	4	0
2	0	2	22	0	0	7	2	8	0
2	0	2	22	0	0	7	2	8	0
2	0	2	22	0	0	7	2	8	0
2	0	2	22	0	0	7	2	3	0
2	0	2	23	0	0	7	2	8	0
2	0	2	23	0	0	7	2	8	0
2	0	2	23	0	0	7	2	8	0
2	0	2	23	0	0	7	2	2	0
2	0	2	23	0	0	7	2	1	0
2	0	2	23	0	0	7	2	4	0
2	0	2	23	0	0	7	2	1	0
2	0	2	24	0	0	7	2	6	0
2	0	2	25	0	0	7	2	3	0
2	0	2	26	0	0	7	2	7	0
2	0	2	27	0	0	7	2	5	0
2	0	2	27	0	0	7	2	3	0
2	0	2	28	0	0	7	2	3	0
2	0	2	28	0	0	7	2	2	0
2	0	2	28	0	0	7	2	2	0
2	0	2	29	0	0	7	2	9	1
2	0	2	29	0	0	7	2	9	0
2	0	2	29	0	0	7	2	2	0
2	0	2	31	0	0	7	2	4	1
2	0	2	33	0	0	7	2	12	0
2	0	2	33	0	0	7	2	12	0
2	0	2	33	0	0	7	2	4	0
2	0	2	34	0	0	7	2	4	1
2	0	2	34	0	0	7	2	3	0
2	0	2	34	0	0	7	2	3	0
2	0	2	35	0	0	7	2	11	0
2	0	2	36	0	0	7	2	4	0
2	0	2	37	0	0	7	2	12	0
2	0	2	38	0	0	7	2	4	1
2	0	2	41	0	0	7	2	2	0
2	0	2	42	0	0	7	2	9	0
2	0	2	47	0	0	7	2	7	0
2	0	2	47	0	0	7	2	7	0
2	0	2	48	0	0	7	2	3	0
2	0	2	49	0	0	7	2	5	0
2	0	2	49	0	0	7	2	3	0
2	0	2	51	0	0	7	2	4	0
2	0	2	52	0	0	7	2	6	0
2	0	2	55	0	0	7	2	6	0
2	0	2	58	0	0	7	2	3	0
2	0	2	28.82793047	0	0	7	2	7	0
2	0	2	28.82793047	0	0	7	2	5	0
2	0	2	13	0	0	7	2	6	0
2	0	2	14	0	0	7	2	6	0
2	0	2	16	0	0	7	2	6	0
2	0	2	16	0	0	7	2	2	0
2	0	2	23	0	0	7	2	5	0
2	0	2	55	0	0	7	2	3	0
2	0	3	0	0	0	7	2	5	0
2	0	3	0	0	0	7	2	5	1
2	0	3	0	0	0	7	2	6	0
2	0	3	0	0	0	7	2	6	0
2	0	3	0	0	0	7	2	6	1
2	0	3	0	0	0	7	2	6	1
2	0	3	1	0	0	7	2	1	0
2	0	3	1	0	0	7	2	4	0
2	0	3	2	0	0	7	2	4	0
2	0	3	2	0	0	7	2	4	0
2	0	3	2	0	0	7	2	2	0
2	0	3	3	0	0	7	2	1	1
2	0	3	3	0	0	7	2	6	1
2	0	3	3	0	0	7	2	5	1
2	0	3	4	0	0	7	2	5	1
2	0	3	4	0	0	7	2	5	1
2	0	3	4	0	0	7	2	5	1
2	0	3	5	0	0	7	2	1	1
2	0	3	6	0	0	7	2	8	0
2	0	3	7	0	0	7	2	4	0
2	0	3	7	0	0	7	2	2	0
2	0	3	7	0	0	7	2	1	0
2	0	3	10	0	0	7	2	7	0
2	0	3	13	0	0	7	2	1	0
2	0	3	13	0	0	7	2	4	0
2	0	3	13	0	0	7	2	3	0
2	0	3	13	0	0	7	2	2	0
2	0	3	13	0	0	7	2	6	0
2	0	3	14	0	0	7	2	3	0
2	0	3	14	0	0	7	2	7	0
2	0	3	14	0	0	7	2	7	1
2	0	3	14	0	0	7	2	2	0
2	0	3	15	0	0	7	2	5	0
2	0	3	15	0	0	7	2	5	0
2	0	3	15	0	0	7	2	6	1
2	0	3	15	0	0	7	2	6	0
2	0	3	16	0	0	7	2	5	0
2	0	3	16	0	0	7	2	5	0
2	0	3	16	0	0	7	2	6	0
2	0	3	16	0	0	7	2	6	0
2	0	3	16	0	0	7	2	2	0
2	0	3	16	0	0	7	2	2	0
2	0	3	16	0	0	7	2	3	0
2	0	3	16	0	0	7	2	1	1
2	0	3	16	0	0	7	2	6	0
2	0	3	17	0	0	7	2	5	0
2	0	3	17	0	0	7	2	3	0
2	0	3	17	0	0	7	2	3	0
2	0	3	18	0	0	7	2	5	0
2	0	3	18	0	0	7	2	5	0
2	0	3	18	0	0	7	2	1	0
2	0	3	18	0	0	7	2	4	0
2	0	3	18	0	0	7	2	4	0
2	0	3	18	0	0	7	2	4	0
2	0	3	18	0	0	7	2	4	0
2	0	3	18	0	0	7	2	7	0
2	0	3	18	0	0	7	2	7	0
2	0	3	18	0	0	7	2	6	0
2	0	3	18	0	0	7	2	6	0
2	0	3	18	0	0	7	2	2	0
2	0	3	19	0	0	7	2	6	0
2	0	3	19	0	0	7	2	6	0
2	0	3	19	0	0	7	2	3	0
2	0	3	19	0	0	7	2	7	0
2	0	3	19	0	0	7	2	7	0
2	0	3	19	0	0	7	2	7	0
2	0	3	20	0	0	7	2	4	0
2	0	3	20	0	0	7	2	8	0
2	0	3	20	0	0	7	2	8	0
2	0	3	20	0	0	7	2	8	0
2	0	3	20	0	0	7	2	8	1
2	0	3	20	0	0	7	2	8	0
2	0	3	20	0	0	7	2	8	0
2	0	3	20	0	0	7	2	8	0
2	0	3	20	0	0	7	2	1	0
2	0	3	20	0	0	7	2	5	0
2	0	3	20	0	0	7	2	6	0
2	0	3	20	0	0	7	2	6	0
2	0	3	21	0	0	7	2	10	0
2	0	3	21	0	0	7	2	4	0
2	0	3	22	0	0	7	2	8	0
2	0	3	22	0	0	7	2	8	0
2	0	3	22	0	0	7	2	2	0
2	0	3	23	0	0	7	2	8	0
2	0	3	23	0	0	7	2	8	0
2	0	3	23	0	0	7	2	2	0
2	0	3	23	0	0	7	2	1	0
2	0	3	23	0	0	7	2	2	0
2	0	3	23	0	0	7	2	4	0
2	0	3	23	0	0	7	2	4	0
2	0	3	24	0	0	7	2	11	0
2	0	3	24	0	0	7	2	11	0
2	0	3	24	0	0	7	2	11	0
2	0	3	24	0	0	7	2	11	0
2	0	3	24	0	0	7	2	11	0
2	0	3	24	0	0	7	2	6	0
2	0	3	24	0	0	7	2	3	0
2	0	3	24	0	0	7	2	1	0
2	0	3	24	0	0	7	2	5	0
2	0	3	25	0	0	7	2	10	0
2	0	3	25	0	0	7	2	10	1
2	0	3	25	0	0	7	2	10	0
2	0	3	25	0	0	7	2	10	0
2	0	3	26	0	0	7	2	7	0
2	0	3	26	0	0	7	2	7	0
2	0	3	27	0	0	7	2	5	0
2	0	3	28	0	0	7	2	2	0
2	0	3	28	0	0	7	2	2	0
2	0	3	28	0	0	7	2	2	0
2	0	3	29	0	0	7	2	9	1
2	0	3	29	0	0	7	2	1	0
2	0	3	29	0	0	7	2	2	0
2	0	3	29	0	0	7	2	6	0
2	0	3	30	0	0	7	2	2	0
2	0	3	31	0	0	7	2	3	0
2	0	3	31	0	0	7	2	2	0
2	0	3	32	0	0	7	2	7	0
2	0	3	32	0	0	7	2	7	0
2	0	3	32	0	0	7	2	3	0
2	0	3	33	0	0	7	2	12	0
2	0	3	33	0	0	7	2	12	0
2	0	3	34	0	0	7	2	4	0
2	0	3	36	0	0	7	2	10	0
2	0	3	36	0	0	7	2	10	0
2	0	3	36	0	0	7	2	9	0
2	0	3	36	0	0	7	2	9	0
2	0	3	38	0	0	7	2	4	0
2	0	3	38	0	0	7	2	4	1
2	0	3	38	0	0	7	2	7	1
2	0	3	38	0	0	7	2	7	0
2	0	3	42	0	0	7	2	9	0
2	0	3	43	0	0	7	2	8	0
2	0	3	44	0	0	7	2	8	0
2	0	3	44	0	0	7	2	8	0
2	0	3	45	0	0	7	2	5	0
2	0	3	46	0	0	7	2	10	0
2	0	3	46	0	0	7	2	1	0
2	0	3	47	0	0	7	2	4	0
2	0	3	48	0	0	7	2	3	0
2	0	3	49	0	0	7	2	5	0
2	0	3	49	0	0	7	2	5	0
2	0	3	49	0	0	7	2	1	0
2	0	3	51	0	0	7	2	4	0
2	0	3	52	0	0	7	2	6	0
2	0	3	53	0	0	7	2	8	0
2	0	3	53	0	0	7	2	8	0
2	0	3	63	0	0	7	2	7	0
2	0	3	67	0	0	7	2	3	0
2	0	3	28.82793047	0	0	7	2	7	0
2	0	3	28.82793047	0	0	7	2	2	0
2	0	3	28.82793047	0	0	7	2	4	0
2	0	3	28.82793047	0	0	7	2	4	0
2	0	3	15	0	0	7	2	6	0
2	0	3	15	0	0	7	2	6	0
2	0	3	23	0	0	7	2	5	0
2	0	3	30	0	0	7	2	5	0
2	0	3	34	0	0	7	2	3	0
2	0	3	38	0	0	7	2	3	1
2	0	4	17	0	0	7	2	7	0
2	0	4	18	0	0	7	2	2	0
2	0	4	19	0	0	7	2	7	0
2	0	4	27	0	0	7	2	4	0
2	0	4	35	0	0	7	2	11	0
2	0	4	50	0	0	7	2	3	1
4	0	1	13	0	0	7	3	0	0
4	0	1	21	0	0	7	3	0	0
4	0	1	23	0	0	7	3	0	0
4	0	1	37	0	0	7	3	0	0
4	0	1	38	0	0	7	3	0	1
4	0	1	4	0	0	7	3	0	0
4	0	1	8	0	0	7	3	0	1
4	0	1	13	0	0	7	3	0	1
4	0	1	14	0	0	7	3	0	1
4	0	1	19	0	0	7	3	0	1
4	0	1	20	0	0	7	3	0	0
4	0	1	22	0	0	7	3	0	1
4	0	1	23	0	0	7	3	0	1
4	0	1	28	0	0	7	3	0	0
4	0	1	28	0	0	7	3	0	0
4	0	1	28	0	0	7	3	0	1
4	0	1	52	0	0	7	3	0	1
4	0	1	69	0	0	7	3	0	1
4	0	2	3	0	0	7	3	0	1
4	0	2	21	0	0	7	3	0	0
4	0	2	3	0	0	7	3	0	1
4	0	3	18	0	0	7	3	0	1
4	0	3	57	0	0	7	3	0	1
4	0	3	16	0	0	7	3	0	1
4	0	3	16	0	0	7	3	0	1
4	0	3	16	0	0	7	3	0	1
4	0	3	23	0	0	7	3	0	1
4	0	3	35	0	0	7	3	0	1
1	0	1	17	0	0	0	2	10	0
1	0	1	18	0	0	0	2	1	0
1	0	1	28	0	0	0	2	8	0
1	0	1	28	0	0	0	2	8	0
1	0	1	34	0	0	0	2	4	0
1	0	1	36	0	0	0	2	6	0
1	0	1	46	0	0	0	2	4	0
1	0	1	53	0	0	0	2	7	1
1	0	1	70	0	0	0	2	4	1
2	0	1	1	0	0	0	2	9	0
2	0	1	1	0	0	0	2	9	0
2	0	1	2	0	0	0	2	9	0
2	0	1	7	0	0	0	2	6	1
2	0	1	10	0	0	0	2	6	0
2	0	1	12	0	0	0	2	11	0
2	0	1	13	0	0	0	2	11	0
2	0	1	16	0	0	0	2	10	0
2	0	1	16	0	0	0	2	10	0
2	0	1	16	0	0	0	2	10	0
2	0	1	18	0	0	0	2	10	0
2	0	1	18	0	0	0	2	3	0
2	0	1	20	0	0	0	2	6	0
2	0	1	21	0	0	0	2	7	0
2	0	1	21	0	0	0	2	7	0
2	0	1	22	0	0	0	2	2	0
2	0	1	24	0	0	0	2	6	0
2	0	1	28	0	0	0	2	8	0
2	0	1	34	0	0	0	2	4	0
2	0	1	36	0	0	0	2	6	0
2	0	1	41	0	0	0	2	10	0
2	0	1	47	0	0	0	2	4	0
2	0	1	53	0	0	0	2	7	1
2	0	1	54	0	0	0	2	7	1
2	0	1	56	0	0	0	2	7	1
3	0	1	16	0	0	0	2	10	0
3	0	1	19	0	0	0	2	3	0
3	0	1	21	0	0	0	2	7	0
3	0	1	26	0	0	0	2	8	0
3	0	1	27	0	0	0	2	8	0
3	0	1	28	0	0	0	2	8	0
3	0	1	29	0	0	0	2	6	0
3	0	1	29	0	0	0	2	6	0
3	0	1	31	0	0	0	2	9	0
3	0	1	32	0	0	0	2	9	0
3	0	1	40	0	0	0	2	10	0
3	0	1	43	0	0	0	2	3	0
3	0	1	75	0	0	0	2	4	1
1	0	2	13	0	0	0	2	11	0
1	0	2	17	0	0	0	2	10	0
1	0	2	21	0	0	0	2	7	0
1	0	2	23	0	0	0	2	3	0
1	0	2	23	0	0	0	2	3	0
1	0	2	23	0	0	0	2	1	0
1	0	2	25	0	0	0	2	8	0
1	0	2	26	0	0	0	2	8	0
1	0	2	27	0	0	0	2	8	0
1	0	2	27	0	0	0	2	8	0
1	0	2	34	0	0	0	2	4	0
1	0	2	35	0	0	0	2	4	0
1	0	2	36	0	0	0	2	6	0
1	0	2	37	0	0	0	2	8	0
1	0	2	37	0	0	0	2	8	0
1	0	2	39	0	0	0	2	10	0
1	0	2	40	0	0	0	2	10	0
1	0	2	42	0	0	0	2	10	0
1	0	2	45	0	0	0	2	4	0
1	0	2	28.82793047	0	0	0	2	11	1
2	0	2	13	0	0	0	2	11	0
2	0	2	18	0	0	0	2	10	0
2	0	2	21	0	0	0	2	3	0
2	0	2	40	0	0	0	2	11	1
3	0	2	23	0	0	0	2	6	0
2	0	3	3	0	0	0	2	9	0
2	0	3	13	0	0	0	2	11	0
2	0	3	16	0	0	0	2	10	0
2	0	3	17	0	0	0	2	10	0
2	0	3	18	0	0	0	2	3	0
2	0	3	21	0	0	0	2	7	1
2	0	3	35	0	0	0	2	4	0
3	0	4	25	0	0	0	2	8	0
4	0	1	11	0	0	0	3	0	1
4	0	1	40	0	0	0	3	0	1
4	0	1	64	0	0	0	3	0	1
4	0	2	18	0	0	0	3	0	1
1	1	1	0	0	0	1	1	4	1
1	1	1	0	0	0	1	1	4	1
1	1	1	2	0	0	1	1	4	1
1	1	1	28	0	0	1	1	4	1
1	1	1	37	0	0	1	1	7	1
1	1	1	59	0	0	1	1	6	1
1	1	1	1	0	0	1	1	9	1
1	1	1	2	0	0	1	1	9	0
1	1	1	2	0	0	1	1	9	0
1	1	1	30	0	0	1	1	2	0
1	1	1	32	0	0	1	1	11	0
1	1	1	41	0	0	1	1	4	1
1	1	1	44	0	0	1	1	7	1
1	1	2	11	0	0	1	1	4	1
1	1	1	32	0	1231	1	1	11	1
1	1	1	33	0	1277	1	1	11	1
1	1	1	36	0	1303	1	1	6	1
1	1	1	39	0	1680	1	1	2	1
1	1	1	39	0	1717	1	1	2	1
1	1	1	33	0	1725	1	1	4	1
1	1	1	44	0	1812	1	1	7	1
1	1	2	40	0	1851	1	1	6	1
1	1	2	39	0	2025	1	1	6	1
1	1	1	19	0	2050	1	1	4	0
1	1	1	28	0	2051	1	1	2	1
1	1	1	31	0	2083	1	1	11	1
1	1	1	41	0	2093	1	1	4	1
